Id,SalePrice
1590,141460.36
1591,109780.79
1592,129360.16
1593,130378.78
1594,125741.66
1595,113559.16
1596,192139.33
1597,177043.02
1598,173930.53
1599,196149.88
1600,192053.11
1601,83976.61
1602,154294.64
1603,88173.195
1604,289022.72
1605,251898.14
1606,154649.78
1607,181578.52
1608,211714.48
1609,172162.23
1610,152317.77
1611,135345.6
1612,177062.16
1613,167463.66
1614,161608.56
1615,103200.695
1616,94612.61
1617,104789.52
1618,125539.11
1619,145004.75
1620,139274.06
1621,135494.11
1622,151960.11
1623,286950.9
1624,236864.95
1625,123421.23
1626,162780.97
1627,188485.9
1628,260859.66
1629,157072.19
1630,319111.66
1631,184964.73
1632,217159.72
1633,179270.7
1634,182966.39
1635,161659.64
1636,155810.25
1637,192930.75
1638,173118.6
1639,184169.9
1640,239916.61
1641,179235.75
1642,245240.98
1643,233000.64
1644,230175.94
1645,211889.16
1646,163400.08
1647,159645.72
1648,139070.52
1649,137245.14
1650,121315.55
1651,129977.58
1652,111320.46
1653,114719.44
1654,137086.55
1655,152051.72
1656,140040.02
1657,132733.77
1658,153138.66
1659,136522.52
1660,168682.42
1661,439698.2
1662,350326.0
1663,380336.75
1664,433345.8
1665,332868.1
1666,330621.97
1667,349924.22
1668,362881.0
1669,313757.7
1670,359908.84
1671,273704.12
1672,419861.94
1673,275350.3
1674,245629.16
1675,208035.78
1676,204974.45
1677,222374.05
1678,419054.2
1679,382829.28
1680,335118.38
1681,255614.84
1682,311470.0
1683,181483.75
1684,192547.77
1685,171204.83
1686,176206.36
1687,164937.6
1688,191561.9
1689,199279.81
1690,191253.33
1691,184299.8
1692,276227.03
1693,166344.89
1694,180724.16
1695,164854.34
1696,258041.0
1697,162764.97
1698,324386.12
1699,286931.66
1700,283442.7
1701,260038.95
1702,258788.88
1703,256023.89
1704,297355.8
1705,257252.25
1706,356872.22
1707,224800.62
1708,214913.77
1709,281470.28
1710,209961.84
1711,285122.47
1712,259873.25
1713,300013.88
1714,229598.72
1715,200674.88
1716,176359.44
1717,170956.8
1718,135356.69
1719,204093.33
1720,195007.42
1721,184020.06
1722,126801.24
1723,166215.81
1724,190105.52
1725,225265.95
1726,195256.64
1727,150294.5
1728,174670.77
1729,148624.22
1730,152340.55
1731,142183.16
1732,147008.34
1733,130919.11
1734,132542.9
1735,148712.33
1736,127200.49
1737,294055.06
1738,246962.67
1739,247607.3
1740,214296.77
1741,212302.05
1742,155338.14
1743,176252.95
1744,323942.9
1745,213716.6
1746,189463.0
1747,206978.83
1748,218085.72
1749,135579.75
1750,136212.47
1751,247661.47
1752,127261.44
1753,144213.89
1754,203935.2
1755,156973.48
1756,142271.97
1757,123546.95
1758,154563.45
1759,158553.92
1760,177107.23
1761,152827.9
1762,169192.36
1763,166420.8
1764,133192.23
1765,162063.06
1766,191371.34
1767,207534.3
1768,141505.25
1769,170543.86
1770,150894.03
1771,129781.07
1772,138721.78
1773,140122.22
1774,141883.97
1775,124550.266
1776,127492.67
1777,124387.125
1778,131860.86
1779,129260.13
1780,183188.9
1781,136503.42
1782,104965.61
1783,144383.73
1784,111694.234
1785,126624.45
1786,142825.9
1787,171566.52
1788,71407.41
1789,102868.734
1790,90961.98
1791,206009.8
1792,161028.62
1793,151034.69
1794,159201.9
1795,133259.84
1796,132614.83
1797,124952.04
1798,132056.05
1799,118423.83
1800,135037.69
1801,129889.01
1802,141818.53
1803,143554.02
1804,135438.39
1805,137571.3
1806,120953.11
1807,129549.57
1808,100426.13
1809,122444.72
1810,138506.92
1811,88778.61
1812,99987.23
1813,120357.51
1814,101748.42
1815,82041.08
1816,98887.11
1817,108828.18
1818,175991.62
1819,141737.31
1820,97775.33
1821,123288.18
1822,151756.81
1823,78065.164
1824,135259.89
1825,169867.28
1826,122532.76
1827,116073.27
1828,153142.23
1829,133469.45
1830,138023.78
1831,145406.92
1832,105253.38
1833,144788.89
1834,148294.69
1835,136844.05
1836,119856.67
1837,116382.67
1838,146609.4
1839,135078.84
1840,148732.64
1841,137955.66
1842,97947.25
1843,151544.84
1844,145284.05
1845,145369.33
1846,169895.81
1847,149282.83
1848,57413.61
1849,108238.29
1850,119495.58
1851,162010.7
1852,142375.12
1853,156554.75
1854,165750.22
1855,157925.67
1856,271084.84
1857,159175.78
1858,127487.66
1859,117830.71
1860,168497.58
1861,126014.195
1862,292252.94
1863,297653.28
1864,297694.5
1865,378156.97
1866,348124.44
1867,220569.7
1868,301883.72
1869,212284.97
1870,211881.84
1871,244464.75
1872,168359.6
1873,235605.58
1874,145762.0
1875,196459.23
1876,200768.62
1877,213391.86
1878,218242.27
1879,133916.69
1880,135670.88
1881,249977.33
1882,245312.62
1883,192252.78
1884,211042.3
1885,247729.23
1886,286806.66
1887,230478.48
1888,281736.06
1889,176004.02
1890,147802.58
1891,133723.89
1892,122344.24
1893,136550.94
1894,151251.47
1895,122025.14
1896,139046.72
1897,133424.42
1898,135101.31
1899,164310.52
1900,141257.61
1901,165664.97
1902,137603.31
1903,202418.86
1904,142968.28
1905,191431.62
1906,142561.53
1907,209807.83
1908,126902.6
1909,127528.984
1910,129843.49
1911,195854.45
1912,336862.28
1913,137584.6
1914,90191.52
1915,331883.4
1916,-24613.383
1917,250384.03
1918,147081.16
1919,183100.28
1920,141215.62
1921,389338.3
1922,341669.38
1923,244510.12
1924,233570.62
1925,199522.19
1926,393063.47
1927,131360.25
1928,176554.77
1929,140746.97
1930,147631.39
1931,139417.98
1932,136288.12
1933,176291.31
1934,181612.61
1935,163064.53
1936,181885.1
1937,166526.84
1938,170357.36
1939,252771.19
1940,177692.77
1941,175927.17
1942,171287.92
1943,230942.05
1944,336500.5
1945,376258.16
1946,100973.164
1947,284743.16
1948,202474.98
1949,257933.78
1950,179379.7
1951,298553.2
1952,231678.56
1953,185436.12
1954,168956.81
1955,133687.03
1956,368162.66
1957,151266.8
1958,326004.75
1959,142331.14
1960,108748.02
1961,130827.234
1962,109632.66
1963,117941.125
1964,109356.29
1965,151894.38
1966,143414.33
1967,291521.28
1968,407187.47
1969,368099.1
1970,351298.53
1971,434541.3
1972,370530.28
1973,270479.7
1974,324552.44
1975,384337.72
1976,290173.4
1977,378150.47
1978,356556.66
1979,326899.06
1980,206522.47
1981,373449.3
1982,224879.8
1983,190496.66
1984,155784.28
1985,248555.73
1986,224870.55
1987,185537.7
1988,175208.48
1989,193446.33
1990,209096.28
1991,228069.1
1992,222474.75
1993,190032.0
1994,211421.81
1995,185848.55
1996,275697.56
1997,324572.66
1998,308447.12
1999,305652.38
2000,318655.56
2001,267545.97
2002,260637.78
2003,243237.58
2004,283632.2
2005,228056.52
2006,216015.1
2007,258736.4
2008,222109.22
2009,201472.03
2010,200910.23
2011,142141.8
2012,171694.92
2013,168747.77
2014,192215.06
2015,195624.86
2016,201096.06
2017,216237.47
2018,136063.8
2019,140068.72
2020,122250.7
2021,100166.586
2022,187404.7
2023,137913.48
2024,261968.58
2025,341026.4
2026,159048.75
2027,160966.7
2028,145439.86
2029,158788.53
2030,280576.78
2031,264968.03
2032,279015.88
2033,282625.97
2034,175190.14
2035,214685.44
2036,191993.84
2037,205058.34
2038,302493.4
2039,212701.47
2040,294687.53
2041,317846.78
2042,221111.39
2043,170037.86
2044,183616.02
2045,225214.69
2046,142745.72
2047,144803.14
2048,146085.38
2049,145869.31
2050,160101.42
2051,113381.19
2052,131129.52
2053,152413.66
2054,121559.51
2055,144463.9
2056,160942.36
2057,137717.16
2058,220776.28
2059,146452.47
2060,172393.55
2061,167025.22
2062,129034.3
2063,119035.984
2064,140558.06
2065,117903.33
2066,159809.36
2067,137454.33
2068,152515.34
2069,84064.38
2070,121911.05
2071,113853.92
2072,139316.6
2073,150259.36
2074,216096.17
2075,142706.78
2076,117737.664
2077,149794.89
2078,125215.555
2079,136871.94
2080,123135.63
2081,132848.8
2082,125421.54
2083,133706.44
2084,109382.95
2085,120202.51
2086,129529.24
2087,114843.625
2088,107063.89
2089,95436.54
2090,142333.7
2091,103555.734
2092,135649.8
2093,130796.0
2094,140095.73
2095,143626.08
2096,87177.87
2097,113773.49
2098,148904.1
2099,65724.23
2100,60485.68
2101,103644.49
2102,135340.25
2103,114589.64
2104,137044.27
2105,128558.98
2106,39471.508
2107,194807.66
2108,115491.25
2109,109605.086
2110,141764.27
2111,144552.7
2112,142687.6
2113,129754.45
2114,137411.22
2115,155585.95
2116,128355.56
2117,149818.78
2118,140505.03
2119,126547.555
2120,134015.16
2121,112017.46
2122,135481.66
2123,104068.7
2124,153241.27
2125,139441.89
2126,157884.89
2127,188375.39
2128,132173.88
2129,106349.164
2130,143434.36
2131,162863.25
2132,143482.61
2133,128982.07
2134,132066.3
2135,112157.05
2136,67091.61
2137,116565.79
2138,136216.33
2139,143375.45
2140,155984.2
2141,150470.84
2142,142158.95
2143,151923.33
2144,134938.55
2145,139874.8
2146,181019.34
2147,157737.81
2148,137985.1
2149,139486.97
2150,212592.7
2151,128815.16
2152,188256.38
2153,175580.34
2154,114547.39
2155,143445.02
2156,270107.3
2157,251199.39
2158,231100.42
2159,214884.36
2160,178597.89
2161,233854.39
2162,377560.16
2163,385666.7
2164,246214.25
2165,171822.7
2166,137175.08
2167,213374.34
2168,181194.42
2169,179723.66
2170,208210.73
2171,136010.73
2172,144829.19
2173,171158.62
2174,231059.84
2175,282665.2
2176,301976.38
2177,233500.47
2178,196432.17
2179,138675.12
2180,202408.55
2181,179997.84
2182,205277.69
2183,177675.17
2184,120596.08
2185,132355.25
2186,141438.69
2187,157417.73
2188,150437.5
2189,306144.53
2190,94968.0
2191,82286.88
2192,109725.26
2193,110597.95
2194,112328.52
2195,112820.54
2196,124875.32
2197,122263.8
2198,155076.47
2199,182529.03
2200,146882.22
2201,135430.2
2202,210001.92
2203,161563.62
2204,179869.38
2205,127099.06
2206,128940.27
2207,238647.03
2208,249657.84
2209,213867.23
2210,125415.18
2211,121282.06
2212,120543.09
2213,114454.75
2214,144980.0
2215,119022.23
2216,166511.5
2217,61097.383
2218,105628.99
2219,96935.18
2220,103951.85
2221,332171.3
2222,292616.8
2223,313666.5
2224,217379.19
2225,128860.91
2226,189648.55
2227,226611.73
2228,285282.84
2229,263260.16
2230,146182.11
2231,204884.66
2232,195661.1
2233,190512.56
2234,269638.75
2235,255174.45
2236,267501.3
2237,356505.3
2238,184451.27
2239,90028.09
2240,155741.2
2241,158779.94
2242,133778.72
2243,137228.17
2244,125647.79
2245,117944.72
2246,144004.4
2247,121701.25
2248,132348.53
2249,129177.6
2250,138892.69
2251,129176.08
2252,175273.58
2253,162470.9
2254,161475.2
2255,183923.1
2256,162529.58
2257,200048.05
2258,162388.44
2259,174735.83
2260,144342.78
2261,180647.97
2262,213390.02
2263,350296.5
2264,488323.22
2265,186700.19
2266,282999.84
2267,364159.9
2268,382640.47
2269,156577.12
2270,181383.61
2271,233617.53
2272,236804.0
2273,154630.47
2274,202493.23
2275,201132.66
2276,186618.03
2277,176131.92
2278,140541.44
2279,141643.12
2280,125931.664
2281,174998.66
2282,194866.56
2283,111699.66
2284,115482.11
2285,138671.78
2286,123927.0
2287,376576.8
2288,280041.84
2289,343785.0
2290,406728.0
2291,332726.4
2292,439830.8
2293,435903.1
2294,386883.88
2295,463327.22
2296,268260.34
2297,361829.97
2298,354229.2
2299,352335.34
2300,323378.28
2301,320306.62
2302,256837.86
2303,230455.66
2304,252704.12
2305,218878.78
2306,209219.05
2307,217783.56
2308,207294.0
2309,307649.56
2310,202949.9
2311,213509.61
2312,197982.86
2313,186551.86
2314,179496.02
2315,180887.86
2316,187423.52
2317,183875.58
2318,163852.1
2319,182934.75
2320,177857.4
2321,248282.28
2322,178531.02
2323,167525.66
2324,172323.75
2325,224187.25
2326,171410.16
2327,186551.08
2328,215307.61
2329,185717.88
2330,184980.39
2331,337518.94
2332,355221.1
2333,298174.5
2334,247448.03
2335,287213.1
2336,293433.8
2337,193317.48
2338,276656.1
2339,224102.72
2340,417434.66
2341,241740.53
2342,239121.38
2343,234921.34
2344,223401.94
2345,232061.77
2346,207904.67
2347,200187.33
2348,232867.88
2349,167663.02
2350,326405.5
2351,273986.03
2352,254752.95
2353,280726.44
2354,138590.55
2355,147053.5
2356,150749.52
2357,191931.23
2358,187872.33
2359,142330.75
2360,121466.01
2361,149930.6
2362,251471.3
2363,143112.73
2364,176765.83
2365,255889.97
2366,198703.12
2367,202226.6
2368,227323.73
2369,197645.39
2370,166104.33
2371,147534.03
2372,222237.2
2373,302505.47
2374,336159.78
2375,230918.03
2376,287227.12
2377,316580.2
2378,155578.31
2379,201507.61
2380,144979.75
2381,178990.81
2382,209574.56
2383,207515.31
2384,238374.92
2385,176023.39
2386,152095.4
2387,146944.66
2388,107187.98
2389,123763.125
2390,144851.03
2391,156125.42
2392,124069.07
2393,178534.38
2394,142723.58
2395,192017.72
2396,137619.55
2397,206302.66
2398,128838.74
2399,102240.08
2400,60527.508
2401,134583.23
2402,142982.72
2403,146784.77
2404,152217.66
2405,160585.34
2406,151508.8
2407,128760.71
2408,150605.88
2409,135070.05
2410,174452.42
2411,120410.91
2412,156946.48
2413,133751.22
2414,150892.67
2415,141704.36
2416,132152.2
2417,136294.78
2418,145803.31
2419,124781.04
2420,125753.11
2421,131987.42
2422,126355.59
2423,110335.13
2424,157500.16
2425,220285.5
2426,141368.36
2427,140119.89
2428,181211.66
2429,114627.39
2430,131900.84
2431,135442.53
2432,150890.6
2433,139585.31
2434,139622.45
2435,135575.55
2436,112014.414
2437,128488.875
2438,134484.34
2439,116962.71
2440,113528.125
2441,95212.11
2442,111040.18
2443,130254.08
2444,148731.95
2445,92063.17
2446,141110.23
2447,181112.61
2448,126733.94
2449,126387.055
2450,147495.48
2451,130536.6
2452,211990.08
2453,95536.77
2454,122802.17
2455,130477.48
2456,130325.78
2457,125716.66
2458,144711.66
2459,112130.86
2460,141903.66
2461,135979.75
2462,139222.44
2463,124714.68
2464,177336.7
2465,140521.95
2466,129479.2
2467,149289.44
2468,116817.85
2469,79242.66
2470,179846.66
2471,193960.62
2472,154276.05
2473,130357.12
2474,123313.016
2475,241131.7
2476,114361.13
2477,134713.69
2478,165905.6
2479,114219.516
2480,178024.12
2481,141026.08
2482,133543.62
2483,132760.83
2484,140366.47
2485,133446.98
2486,163079.12
2487,214594.08
2488,173291.53
2489,157615.45
2490,162047.64
2491,95229.85
2492,172412.94
2493,157318.95
2494,146464.83
2495,95116.01
2496,268216.1
2497,149971.6
2498,119752.66
2499,93449.69
2500,154579.8
2501,139653.08
2502,132177.08
2503,126301.195
2504,198164.8
2505,233148.47
2506,247917.3
2507,303864.8
2508,254810.75
2509,197254.0
2510,206777.77
2511,172517.94
2512,200127.77
2513,229623.83
2514,270381.97
2515,143837.23
2516,170727.22
2517,134143.53
2518,145174.52
2519,215125.47
2520,202145.98
2521,179193.64
2522,231916.05
2523,134897.48
2524,144642.34
2525,155622.31
2526,144170.81
2527,140809.55
2528,131402.14
2529,127294.484
2530,122849.19
2531,242855.42
2532,228441.66
2533,204814.98
2534,243557.81
2535,275837.28
2536,252949.1
2537,240505.03
2538,176293.75
2539,185123.53
2540,188868.84
2541,180135.69
2542,159268.58
2543,135340.77
2544,133307.1
2545,139017.69
2546,136661.45
2547,154313.39
2548,158620.4
2549,161501.42
2550,442457.72
2551,135147.19
2552,151492.98
2553,78120.39
2554,120377.56
2555,147617.27
2556,111959.38
2557,120595.84
2558,146394.19
2559,128920.81
2560,153922.38
2561,133879.97
2562,122935.0
2563,139771.4
2564,175512.9
2565,147814.6
2566,155760.03
2567,142419.38
2568,182501.22
2569,215699.28
2570,127588.63
2571,169370.53
2572,162453.4
2573,229180.62
2574,266329.5
2575,140784.39
2576,141362.06
2577,135925.95
2578,106338.58
2579,79814.09
2580,143458.1
2581,138539.05
2582,140281.58
2583,288640.16
2584,206970.9
2585,194817.66
2586,218496.48
2587,206239.16
2588,151406.34
2589,153866.52
2590,230421.31
2591,228650.25
2592,217118.44
2593,260988.95
2594,198504.42
2595,192120.6
2596,329275.44
2597,207169.66
2598,269682.5
2599,371086.8
2600,148852.39
2601,139694.0
2602,108416.61
2603,119998.04
2604,97917.65
2605,99950.59
2606,141809.62
2607,189190.48
2608,194690.48
2609,176244.28
2610,116591.16
2611,117219.99
2612,162643.78
2613,125519.76
2614,125799.73
2615,148320.19
2616,140936.08
2617,176414.42
2618,219545.12
2619,212649.22
2620,179009.25
2621,168357.11
2622,175738.14
2623,236278.16
2624,314648.06
2625,268110.16
2626,170484.52
2627,154254.69
2628,416871.6
2629,446014.78
2630,351706.28
2631,449247.94
2632,409898.2
2633,293703.72
2634,418793.8
2635,153547.45
2636,179298.17
2637,177733.52
2638,255370.11
2639,164674.11
2640,145484.47
2641,119260.81
2642,199813.48
2643,102214.01
2644,133872.78
2645,118580.7
2646,105330.875
2647,110537.336
2648,167294.52
2649,148166.52
2650,155979.1
2651,154407.36
2652,381240.1
2653,242547.39
2654,268102.72
2655,420560.5
2656,334430.56
2657,367020.22
2658,320990.25
2659,294745.44
2660,368357.6
2661,363961.34
2662,367996.88
2663,289270.1
2664,301174.06
2665,359988.3
2666,312102.8
2667,194228.6
2668,190490.81
2669,173950.92
2670,300105.28
2671,185766.52
2672,186456.97
2673,212106.17
2674,207924.44
2675,162216.83
2676,186314.23
2677,196324.05
2678,259750.31
2679,253989.1
2680,285883.3
2681,384065.72
2682,307852.66
2683,390522.47
2684,292845.62
2685,286841.62
2686,278693.22
2687,351621.28
2688,218834.77
2689,195262.47
2690,394499.47
2691,181847.64
2692,139331.67
2693,198443.89
2694,139846.2
2695,197015.3
2696,179668.34
2697,189289.97
2698,189071.52
2699,172318.48
2700,146041.36
2701,166173.4
2702,129047.51
2703,118430.92
2704,147097.8
2705,135046.92
2706,131531.97
2707,148280.28
2708,133068.78
2709,113954.86
2710,129917.45
2711,224213.78
2712,370684.0
2713,181472.38
2714,154504.39
2715,148155.08
2716,157878.27
2717,196948.42
2718,228929.22
2719,152251.05
2720,196577.53
2721,140322.7
2722,152418.64
2723,153864.89
2724,129718.445
2725,138949.44
2726,148309.27
2727,236175.55
2728,161012.3
2729,143439.84
2730,134002.03
2731,132761.84
2732,136242.5
2733,152938.47
2734,143957.12
2735,136075.94
2736,161083.55
2737,112653.86
2738,146877.12
2739,163837.14
2740,137631.36
2741,156554.05
2742,156344.11
2743,150469.47
2744,166074.56
2745,133295.12
2746,137388.47
2747,137512.03
2748,134513.95
2749,141577.97
2750,148421.88
2751,131138.77
2752,258624.58
2753,153819.39
2754,222463.98
2755,134764.78
2756,100621.0
2757,81976.74
2758,123926.695
2759,167049.22
2760,114283.45
2761,153123.98
2762,151169.52
2763,200207.72
2764,154937.45
2765,265439.5
2766,117140.77
2767,116469.02
2768,129686.87
2769,129486.62
2770,145992.86
2771,129098.52
2772,123550.15
2773,170721.7
2774,129142.07
2775,102643.17
2776,123822.94
2777,147114.33
2778,116026.586
2779,111462.81
2780,118518.89
2781,101292.52
2782,114325.7
2783,100149.3
2784,132395.17
2785,143292.02
2786,77653.266
2787,111858.43
2788,105174.12
2789,178685.48
2790,114402.875
2791,118581.71
2792,79737.516
2793,155721.56
2794,106900.125
2795,123712.88
2796,121370.74
2797,189674.27
2798,131204.05
2799,116710.56
2800,89237.18
2801,123063.19
2802,126271.82
2803,155397.64
2804,165857.66
2805,110595.66
2806,113618.27
2807,147904.92
2808,161009.72
2809,136242.33
2810,136510.86
2811,160747.34
2812,172438.83
2813,169838.3
2814,159467.39
2815,101289.82
2816,235839.66
2817,156979.88
2818,134657.27
2819,205616.33
2820,145166.47
2821,118913.43
2822,204879.84
2823,297508.72
2824,165206.42
2825,141739.5
2826,130433.61
2827,132900.56
2828,209921.42
2829,231224.61
2830,230352.11
2831,172468.92
2832,258429.6
2833,307141.06
2834,216958.14
2835,210633.25
2836,178096.67
2837,157089.14
2838,150993.83
2839,180701.45
2840,186012.31
2841,188231.11
2842,226584.64
2843,140418.53
2844,164816.1
2845,131826.72
2846,189496.34
2847,184884.69
2848,195573.69
2849,187295.73
2850,276592.84
2851,235873.02
2852,235301.27
2853,253307.95
2854,141557.4
2855,206317.78
2856,181634.94
2857,177535.36
2858,210662.72
2859,156532.14
2860,118336.07
2861,140534.4
2862,196389.62
2863,136338.84
2864,267719.62
2865,129523.93
2866,141238.02
2867,120615.26
2868,122305.9
2869,104483.78
2870,135276.45
2871,89903.484
2872,51098.617
2873,100678.55
2874,135218.64
2875,127904.234
2876,170292.31
2877,143763.83
2878,154450.81
2879,160562.14
2880,109789.28
2881,145458.5
2882,178648.84
2883,177522.89
2884,178034.95
2885,170122.0
2886,208872.14
2887,93849.625
2888,140794.05
2889,62697.93
2890,93693.164
2891,136633.64
2892,80799.01
2893,109699.47
2894,58050.742
2895,326741.38
2896,280252.6
2897,207183.14
2898,163352.67
2899,220637.58
2900,144947.81
2901,241560.45
2902,203360.72
2903,358671.44
2904,360292.06
2905,69241.13
2906,190221.42
2907,118017.67
2908,139759.05
2909,168668.53
2910,91263.04
2911,111584.68
2912,171545.6
2913,97010.49
2914,83274.39
2915,97303.836
2916,99120.9
2917,174295.7
2918,118598.68
2919,219665.73
